Date,Temperature (°F),Humidity (%),Wind Speed (mph),Pressure (inHg),R0orig,R0alp,R0dlt,R0omi,PCAresult,UV Total Index,Total_Arrival,National_Arrival,male,female,PopulationDensity
2020-03-01,42.4,65.8,19.6,29.0,,,,,,0.8,257300.0,145600.0,0.177707174,0.200947257,154.0
2020-03-02,37.5,80.2,9.2,29.1,,,,,,0.6524,228200.0,122500.0,0.177707174,0.200947257,154.0
2020-03-03,39.9,82.8,12.0,29.4,,,,,,0.5238,181900.0,93000.0,0.177707174,0.200947257,154.0
2020-03-04,39.8,81.5,5.2,29.7,,,,,,0.4905,167900.0,83200.0,0.177707174,0.200947257,154.0
2020-03-05,35.9,87.8,6.8,29.5,,,,,,0.1952,205000.0,98400.0,0.177707174,0.200947257,154.0
2020-03-06,37.9,76.0,5.0,29.6,,,,,,0.7714,235300.0,102700.0,0.177707174,0.200947257,154.0
2020-03-07,46.5,79.2,14.9,29.8,,,,,,0.6,225100.0,125100.0,0.177707174,0.200947257,154.0
2020-03-08,48.4,78.0,17.5,29.5,,,,,,0.5619,246600.0,150100.0,0.177707174,0.200947257,154.0
2020-03-09,44.6,81.4,15.1,29.6,,,,,,0.5905,217000.0,126300.0,0.177707174,0.200947257,154.0
2020-03-10,53.3,77.0,18.8,29.4,,,,,,0.8714,187900.0,98500.0,0.177707174,0.200947257,154.0
2020-03-11,48.0,76.0,17.6,29.6,,,,,,,175700.0,88600.0,0.177707174,0.200947257,154.0
2020-03-12,43.9,64.8,22.1,29.6,,,,,,0.9824,184200.0,96700.0,0.177707174,0.200947257,154.0
2020-03-13,44.3,75.3,10.3,29.9,,,,,,0.9273,195200.0,104200.0,0.177707174,0.200947257,154.0
2020-03-14,46.5,85.8,12.1,29.8,,,,,,0.8773,192200.0,125800.0,0.177707174,0.200947257,154.0
2020-03-15,48.3,76.8,16.1,29.6,,,,,,0.2826,201000.0,141400.0,0.177707174,0.200947257,154.0
2020-03-16,46.2,71.6,10.1,30.0,,,,,,1.2087,159400.0,112700.0,0.177707174,0.200947257,154.0
2020-03-17,51.4,77.1,16.7,30.1,1.0000000148529775,,,,,0.9,109500.0,77300.0,0.177707174,0.200947257,154.0
2020-03-18,47.6,82.2,9.2,30.1,89.75485978917374,,,,,0.5522,87000.0,62100.0,0.177707174,0.200947257,154.0
2020-03-19,42.6,75.3,3.3,30.3,1.0000000297059557,,,,,0.2818,80900.0,58500.0,0.177707174,0.200947257,154.0
2020-03-20,43.0,74.3,11.6,30.4,46.41609353542197,,,,,1.0955,64200.0,46900.0,0.177707174,0.200947257,154.0
2020-03-21,41.3,71.9,8.4,30.4,1.000000074264892,,,,,1.2652,51500.0,37000.0,0.177707174,0.200947257,154.0
2020-03-22,42.1,70.3,6.1,30.4,1.000000074264892,,,,,1.1,36400.0,23600.0,0.177707174,0.200947257,154.0
2020-03-23,40.7,70.8,7.5,30.3,1.000000074264892,,,,,1.4542,28000.0,17600.0,0.177707174,0.200947257,154.0
2020-03-24,46.9,69.1,9.5,30.2,4.750904161108101,,,,,1.5667,22600.0,14200.0,0.177707174,0.200947257,154.0
2020-03-25,47.8,58.4,6.4,30.2,3.6301903604650425,,,,,1.6913,14800.0,8900.0,0.177707174,0.200947257,154.0
2020-03-26,41.7,68.5,4.5,30.3,1.0000001039708517,,,,,1.575,14600.0,8600.0,0.177707174,0.200947257,154.0
2020-03-27,39.9,76.4,9.3,30.3,4.096404491569563,,,,,1.45,13100.0,7800.0,0.177707174,0.200947257,154.0
2020-03-28,42.0,79.5,14.8,30.5,1.0000001336768134,,,,,1.0542,11400.0,7000.0,0.177707174,0.200947257,154.0
2020-03-29,39.7,65.3,15.0,30.7,4.1058502841706765,,,,,0.9958,10000.0,5800.0,0.177707174,0.200947257,154.0
2020-03-30,43.2,73.1,12.5,30.6,4.668945505931413,,,,,0.6625,5700.0,2900.0,0.177707174,0.200947257,154.0
2020-03-31,42.7,77.8,6.1,30.5,1.7249762364217391,,,,,1.1667,5500.0,2700.0,0.177707174,0.200947257,154.0
2020-04-01,45.1,70.5,8.4,30.2,3.5858646981768865,,,,,0.9458,4400.0,2200.0,0.177707174,0.200947257,154.0
2020-04-02,47.6,72.0,14.1,29.9,3.4844129644831465,,,,,1.028,4700.0,2300.0,0.177707174,0.200947257,154.0
2020-04-03,45.2,70.5,7.7,30.0,1.7075196584803245,,,,,1.484,5400.0,2600.0,0.177707174,0.200947257,154.0
2020-04-04,48.8,71.6,9.6,30.0,1.840824764781869,,,,,1.932,5500.0,2700.0,0.177707174,0.200947257,154.0
2020-04-05,55.0,56.7,11.6,29.9,5.580122122099298,,,,,2.116,5300.0,2500.0,0.177707174,0.200947257,154.0
2020-04-06,54.6,61.3,11.9,29.9,4.36971927037332,,,,,1.5923,3300.0,1900.0,0.177707174,0.200947257,154.0
2020-04-07,50.1,66.8,6.1,30.3,6.635406272030793,,,,,1.8038,4200.0,2500.0,0.177707174,0.200947257,154.0
2020-04-08,56.9,60.8,4.0,30.2,2.9956669115448338,,,,,1.6423,4300.0,2200.0,0.177707174,0.200947257,154.0
2020-04-09,49.4,83.5,7.3,30.3,6.756735819097019,,,,,1.9577,4500.0,2800.0,0.177707174,0.200947257,154.0
2020-04-10,56.1,71.8,6.4,30.2,9.669049565433458,,,,,2.1192,3600.0,1800.0,0.177707174,0.200947257,154.0
2020-04-11,60.0,65.5,7.3,30.1,7.9619638322590545,,,,,1.8577,3700.0,2500.0,0.177707174,0.200947257,154.0
2020-04-12,51.5,78.0,7.9,30.0,12.655304645450348,,,,,1.8115,3300.0,1700.0,0.177707174,0.200947257,154.0
2020-04-13,43.9,58.6,13.4,30.4,21.33801098040146,,,,,1.6654,3000.0,1800.0,0.177707174,0.200947257,154.0
2020-04-14,45.0,57.6,4.5,30.3,231.6798482335961,,,,,2.2654,1900.0,1000.0,0.177707174,0.200947257,154.0
2020-04-15,51.5,56.0,3.8,30.1,124.01281289938636,,,,,2.2077,2700.0,1300.0,0.177707174,0.200947257,154.0
2020-04-16,50.3,62.0,6.0,30.0,464.2789916307457,,,,,1.5115,2800.0,1600.0,0.177707174,0.200947257,154.0
2020-04-17,46.9,75.0,8.5,30.1,4.061201321403177,,,,,0.6692,3100.0,1700.0,0.177707174,0.200947257,154.0
2020-04-18,46.2,75.0,8.2,30.1,4.90402016288534,,,,,1.0038,3200.0,1900.0,0.177707174,0.200947257,154.0
2020-04-19,46.7,69.9,8.7,30.2,7.4360231720851315,,,,,2.2038,2300.0,1100.0,0.177707174,0.200947257,154.0
2020-04-20,47.5,69.4,11.7,30.2,4.586799131951163,,,,,2.1071,3100.0,1900.0,0.177707174,0.200947257,154.0
2020-04-21,50.7,69.3,12.4,30.1,5.265844947456797,,,,,2.1536,3300.0,2300.0,0.177707174,0.200947257,154.0
2020-04-22,51.1,73.4,9.9,30.2,8.084643271661777,,,,,2.1964,3900.0,2200.0,0.177707174,0.200947257,154.0
2020-04-23,51.3,73.5,7.5,30.1,4.156578502034377,,,,,2.2536,2900.0,1800.0,0.177707174,0.200947257,154.0
2020-04-24,50.0,72.2,5.3,30.0,1.986952952052356,,,,,2.2107,4500.0,2800.0,0.177707174,0.200947257,154.0
2020-04-25,50.4,73.6,4.9,29.9,4.8363141222067085,,,,,2.2536,3500.0,2300.0,0.177707174,0.200947257,154.0
2020-04-26,53.4,78.9,5.6,29.8,2.911521773979344,,,,,2.2929,3900.0,2400.0,0.177707174,0.200947257,154.0
2020-04-27,51.8,64.7,6.2,29.7,2.6247847222721057,,,,,1.2964,3300.0,2100.0,0.177707174,0.200947257,154.0
2020-04-28,46.5,81.7,6.3,29.7,4.63849086357758,,,,,0.3464,4300.0,2800.0,0.177707174,0.200947257,154.0
2020-05-01,49.4,73.6,10.9,29.4,1.2476343306023738,,,,,1.5964,4900.0,2600.0,0.177707174,0.200947257,154.0
2020-05-02,52.3,67.7,9.7,29.7,1.1312816853030614,,,,,2.1143,3800.0,1900.0,0.177707174,0.200947257,154.0
2020-05-03,49.9,80.6,4.2,30.0,1.5480896715548609,,,,,1.1393,4700.0,1800.0,0.177707174,0.200947257,154.0
2020-05-04,49.7,83.3,6.3,30.1,2.0796569945391767,,,,,2.2179,2700.0,900.0,0.177707174,0.200947257,154.0
2020-05-05,47.0,72.0,7.0,30.2,1.1568359714942584,,,,,2.4464,3100.0,1800.0,0.177707174,0.200947257,154.0
2020-05-06,48.5,67.0,4.0,30.3,1.6295373433767328,,,,,2.5786,4400.0,1900.0,0.177707174,0.200947257,154.0
2020-05-07,54.1,67.5,5.3,30.1,1.1521914275921208,,,,,2.4759,4500.0,2100.0,0.177707174,0.200947257,154.0
2020-05-08,60.6,67.0,6.0,30.0,1.1630514938037328,,,,,2.3207,4600.0,1600.0,0.177707174,0.200947257,154.0
2020-05-09,60.4,70.9,4.4,29.9,1.2284688285073704,,,,,2.4241,3700.0,1500.0,0.177707174,0.200947257,154.0
2020-05-10,47.5,75.1,15.5,29.9,1.1868406414062946,,,,,1.3033,3900.0,1400.0,0.177707174,0.200947257,154.0
2020-05-11,42.6,66.7,12.2,30.2,1.0732546644594547,,,,,1.7483,3500.0,1300.0,0.177707174,0.200947257,154.0
2020-05-12,45.6,66.0,9.9,30.1,1.4925123682219876,,,,,2.1033,3300.0,1300.0,0.177707174,0.200947257,154.0
2020-05-13,44.4,63.3,11.2,30.1,0.9234723854753224,,,,,2.0828,4400.0,1900.0,0.177707174,0.200947257,154.0
2020-05-14,46.9,60.2,5.8,30.2,0.9530204518735528,,,,,2.58,4400.0,1700.0,0.177707174,0.200947257,154.0
2020-05-15,51.6,64.5,9.4,30.2,1.0257514754366943,,,,,2.32,5100.0,1800.0,0.177707174,0.200947257,154.0
2020-05-16,53.0,61.6,11.2,30.2,0.9916638434410522,,,,,1.89,3300.0,900.0,0.177707174,0.200947257,154.0
2020-05-17,57.7,61.5,9.8,30.1,0.9544295103545224,,,,,2.3967,4300.0,1500.0,0.177707174,0.200947257,154.0
2020-05-18,59.7,65.8,9.8,30.1,1.0506705406643242,,,,,2.8833,4500.0,1200.0,0.177707174,0.200947257,154.0
2020-05-19,62.4,69.7,8.2,30.1,0.9628377531250254,,,,,3.0467,3400.0,1300.0,0.177707174,0.200947257,154.0
2020-05-20,66.2,61.9,5.8,30.1,1.0235593424910652,,,,,2.9533,6800.0,2400.0,0.177707174,0.200947257,154.0
2020-05-21,64.3,56.8,6.9,30.0,1.0496642255929214,,,,,2.7933,4400.0,1700.0,0.177707174,0.200947257,154.0
2020-05-22,61.7,55.0,19.5,29.8,1.0853599516150014,,,,,2.4067,5000.0,1400.0,0.177707174,0.200947257,154.0
2020-05-23,56.6,56.0,19.5,30.0,0.9753922307385868,,,,,2.2133,4500.0,1400.0,0.177707174,0.200947257,154.0
2020-05-24,58.0,69.8,14.1,30.3,0.9660357478564804,,,,,2.2067,5400.0,1500.0,0.177707174,0.200947257,154.0
2020-05-25,61.0,53.4,7.8,30.5,0.9724190438646906,,,,,2.9367,4100.0,1200.0,0.177707174,0.200947257,154.0
2020-05-26,61.5,59.5,7.0,30.5,0.9455352152551068,,,,,2.94,4000.0,1500.0,0.177707174,0.200947257,154.0
2020-05-27,59.5,60.0,8.0,30.6,1.0367624957002477,,,,,2.5633,5100.0,1800.0,0.177707174,0.200947257,154.0
2020-05-28,61.1,61.3,5.2,30.5,0.9916540025264492,,,,,3.0867,5500.0,1800.0,0.177707174,0.200947257,154.0
2020-05-29,60.8,53.2,6.8,30.3,1.0278698405294149,,,,,3.1467,6400.0,1900.0,0.177707174,0.200947257,154.0
2020-05-30,58.6,68.2,6.9,30.3,1.0114514696310508,,,,,2.9267,5300.0,1700.0,0.177707174,0.200947257,154.0
2020-05-31,60.3,64.3,7.5,30.2,1.0207448568480009,,,,,2.9467,6300.0,1900.0,0.177707174,0.200947257,154.0
2020-06-01,60.2,61.8,7.3,30.2,1.024450724704314,,,,,2.9233,6000.0,1700.0,0.177707174,0.200947257,154.0
2020-06-02,61.5,56.0,5.5,30.1,1.0000829634696584,,,,,2.7871,5400.0,1900.0,0.177707174,0.200947257,154.0
2020-06-03,54.1,82.7,10.6,29.8,1.1086897399530835,,,,,0.7968,6800.0,2100.0,0.177707174,0.200947257,154.0
2020-06-04,50.8,79.8,7.3,29.6,1.0381728256725071,,,,,1.2742,7700.0,2700.0,0.177707174,0.200947257,154.0
2020-06-05,49.2,76.5,12.2,29.3,0.9992068264266544,,,,,1.7517,10200.0,3200.0,0.177707174,0.200947257,154.0
2020-06-06,51.6,73.0,16.9,29.3,1.0255208143176875,,,,,1.0531,8700.0,2500.0,0.177707174,0.200947257,154.0
2020-06-07,51.1,83.0,10.2,29.8,1.0136185705466991,,,,,1.7813,10700.0,3200.0,0.177707174,0.200947257,154.0
2020-06-08,51.3,70.5,7.2,30.1,1.0129985009550089,,,,,1.6065,4800.0,1700.0,0.177707174,0.200947257,154.0
2020-06-09,53.8,71.2,4.4,30.1,1.009496370236196,,,,,2.3115,3300.0,1300.0,0.177707174,0.200947257,154.0
2020-06-10,53.6,84.8,4.7,29.9,1.0022269852801626,,,,,1.0238,4000.0,1400.0,0.177707174,0.200947257,154.0
2020-06-11,54.1,88.7,13.6,30.0,1.0633604443448914,,,,,1.1344,4100.0,1700.0,0.177707174,0.200947257,154.0
2020-06-12,55.3,96.4,10.0,29.8,1.01081671638699,,,,,1.25,4700.0,1700.0,0.177707174,0.200947257,154.0
2020-06-13,62.8,80.5,6.8,29.8,1.0326939835140054,,,,,2.2875,4100.0,1600.0,0.177707174,0.200947257,154.0
2020-06-14,59.6,87.3,6.3,29.9,1.0378226958578731,,,,,1.7438,5900.0,1900.0,0.177707174,0.200947257,154.0
2020-06-15,61.2,85.7,4.3,30.0,1.0341378639667678,,,,,2.0844,5000.0,1600.0,0.177707174,0.200947257,154.0
2020-06-16,60.1,86.4,5.0,29.9,1.1605678929002623,,,,,2.0469,4500.0,1300.0,0.177707174,0.200947257,154.0
2020-06-17,60.0,86.2,6.3,29.9,1.1692444136572206,,,,,1.7844,5600.0,1800.0,0.177707174,0.200947257,154.0
2020-06-18,56.3,94.3,8.8,29.8,1.0234494816782749,,,,,0.7969,5800.0,2100.0,0.177707174,0.200947257,154.0
2020-06-19,57.0,85.3,10.1,29.8,1.0855348085690055,,,,,1.3813,7000.0,2300.0,0.177707174,0.200947257,154.0
2020-06-20,60.5,75.3,9.9,30.0,1.005939922784463,,,,,2.1813,5900.0,1800.0,0.177707174,0.200947257,154.0
2020-06-21,61.4,71.9,13.3,29.9,1.048044381205658,,,,,2.1219,8200.0,2500.0,0.177707174,0.200947257,154.0
2020-06-22,62.0,65.2,12.3,30.1,1.0263694885029595,,,,,3.2406,6800.0,2100.0,0.177707174,0.200947257,154.0
2020-06-23,67.9,65.3,10.7,30.1,1.0042754845278914,,,,,3.025,6200.0,1900.0,0.177707174,0.200947257,154.0
